url,date,pwa,performance,accessibility,best-practices
https://www.glegoux.com/projects/,2017-08-16,36.36,0.0,91.43,69.23
https://www.glegoux.com/blog/,2017-08-16,36.36,0.0,91.43,69.23
https://www.glegoux.com/home/,2017-08-16,36.36,0.0,88.57,69.23
https://www.glegoux.com/snippets/,2017-08-16,45.45,40.47,91.43,61.54
https://www.glegoux.com/articles/,2017-08-16,36.36,5.94,88.57,69.23
https://www.glegoux.com/about/,2017-08-16,45.45,42.82,88.57,69.23
